,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,source_split,high_income,age_group,hours_group,net_capital
1969,45,Self-emp-not-inc,133969,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,South,>50K,data,1,36-45,41-60,0
1970,35,Private,330664,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
1971,31,Unknown,672412,11th,7,Separated,Unknown,Not-in-family,Black,Male,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
1972,26,Private,122999,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,8614,0,40,United-States,>50K,data,1,26-35,21-40,8614
1973,30,Private,111415,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,Germany,<=50K,data,0,26-35,41-60,0
1974,33,Private,217235,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K,data,0,26-35,0-20,0
1975,40,Private,121956,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,13550,0,40,Cambodia,>50K,data,1,36-45,21-40,13550
1976,23,Private,120172,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
1977,35,Private,343403,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
1978,48,Self-emp-not-inc,104790,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K,data,1,46-55,41-60,0
1979,39,Local-gov,473547,10th,6,Divorced,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K,data,0,36-45,21-40,0
1980,53,Local-gov,260106,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,data,0,46-55,41-60,0
1981,49,Federal-gov,168232,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,data,1,46-55,21-40,0
1982,31,Private,348491,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
1983,36,Private,24106,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,>50K,data,1,36-45,21-40,3103
1984,60,Self-emp-inc,197553,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K,data,1,56-65,41-60,7688
1985,29,Private,421065,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,48,United-States,<=50K,data,0,26-35,41-60,0
1986,54,Self-emp-inc,138852,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,data,1,46-55,41-60,0
1987,28,Unknown,169631,Assoc-acdm,12,Married-AF-spouse,Unknown,Wife,White,Female,0,0,3,United-States,<=50K,data,0,26-35,0-20,0
1988,34,Private,379412,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,data,0,26-35,41-60,0
1989,30,Private,181992,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,0,0,35,United-States,<=50K,data,0,26-35,21-40,0
1990,19,Private,365640,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,45,Unknown,<=50K,data,0,18-25,41-60,0
1991,26,Private,236564,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
1992,47,Private,363418,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,70,United-States,>50K,data,1,46-55,61+,0
1993,50,Private,112351,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,38,United-States,<=50K,data,0,46-55,21-40,0
1994,30,Private,204704,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,>50K,data,1,26-35,41-60,0
1995,44,Private,54611,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K,data,0,36-45,41-60,0
1996,49,Private,128132,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,data,1,46-55,41-60,0
1997,75,Self-emp-not-inc,30599,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,data,0,66-100,41-60,0
1998,37,Private,379522,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,data,1,36-45,41-60,0
1999,51,State-gov,196504,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,38,United-States,<=50K,data,0,46-55,21-40,0
2000,35,Private,82552,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,35,United-States,<=50K,data,0,26-35,21-40,0
2001,28,Private,104024,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
2002,66,Self-emp-not-inc,293114,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1409,0,40,United-States,<=50K,data,0,66-100,21-40,1409
2003,72,Private,74141,9th,5,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,48,United-States,>50K,data,1,66-100,41-60,0
2004,39,Private,192337,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,data,0,36-45,41-60,0
2005,27,Private,262478,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,30,United-States,<=50K,data,0,26-35,21-40,0
2006,57,Private,185072,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,Jamaica,<=50K,data,0,56-65,21-40,0
2007,24,Private,296045,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,38,United-States,<=50K,data,0,18-25,21-40,2635
2008,28,Private,246595,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,70,United-States,<=50K,data,0,26-35,61+,0
2009,23,Private,54472,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K,data,0,18-25,41-60,0
2010,31,Private,331065,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,1408,40,United-States,<=50K,data,0,26-35,21-40,-1408
2011,23,Private,161708,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,data,0,18-25,0-20,0
2012,31,Private,264936,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
2013,27,Local-gov,113545,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
2014,30,Private,212237,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1740,45,United-States,<=50K,data,0,26-35,41-60,-1740
2015,31,Private,170430,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,Unknown,<=50K,data,0,26-35,61+,0
2016,34,Private,173806,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,4865,0,60,United-States,<=50K,data,0,26-35,41-60,4865
2017,57,Federal-gov,370890,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,2258,40,United-States,<=50K,data,0,56-65,21-40,-2258
2018,39,Private,505119,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Cuba,>50K,data,1,36-45,21-40,0
2019,23,Private,193089,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
2020,24,Local-gov,33432,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
2021,36,Private,103110,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,England,<=50K,data,0,36-45,21-40,0
2022,32,Private,160362,Some-college,10,Divorced,Other-service,Other-relative,White,Male,0,0,40,Nicaragua,<=50K,data,0,26-35,21-40,0
2023,35,Private,204621,Assoc-acdm,12,Divorced,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
2024,36,Private,35309,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,data,0,36-45,21-40,0
2025,23,Unknown,154373,Bachelors,13,Never-married,Unknown,Not-in-family,White,Female,0,0,50,United-States,<=50K,data,0,18-25,41-60,0
2026,47,Private,194772,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,data,1,46-55,21-40,0
2027,35,Private,154410,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
2028,44,Federal-gov,220563,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,data,0,36-45,21-40,0
2029,32,State-gov,253354,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,data,0,26-35,41-60,0
2030,32,Private,211699,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1485,40,United-States,>50K,data,1,26-35,21-40,-1485
2031,63,Self-emp-not-inc,167501,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,20051,0,10,United-States,>50K,data,1,56-65,0-20,20051
2032,34,Private,229732,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
2033,47,Private,185465,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,data,0,46-55,21-40,0
2034,27,Private,335764,11th,7,Married-civ-spouse,Sales,Own-child,Black,Male,0,0,35,United-States,<=50K,data,0,26-35,21-40,0
2035,23,Private,460046,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,42,United-States,<=50K,data,0,18-25,41-60,0
2036,19,Unknown,33487,Some-college,10,Never-married,Unknown,Other-relative,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
2037,50,Private,176924,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K,data,0,46-55,21-40,0
2038,49,State-gov,213307,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,data,0,46-55,21-40,0
2039,36,Private,83893,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,data,1,36-45,21-40,0
2040,23,Private,194102,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
2041,61,Private,238611,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,0,0,38,United-States,<=50K,data,0,56-65,21-40,0
2042,41,Private,113597,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,16,United-States,<=50K,data,0,36-45,0-20,0
2043,27,Self-emp-not-inc,208406,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,data,1,26-35,41-60,0
2044,53,Private,274528,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,<=50K,data,0,46-55,61+,0
2045,17,Self-emp-not-inc,60116,10th,6,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,United-States,<=50K,data,0,18-25,0-20,0
2046,23,Unknown,196816,HS-grad,9,Never-married,Unknown,Not-in-family,White,Male,0,0,30,United-States,<=50K,data,0,18-25,21-40,0
2047,53,Private,166368,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,data,0,46-55,21-40,0
2048,28,Private,303954,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,42,United-States,>50K,data,1,26-35,41-60,-1848
2049,24,Private,99386,Bachelors,13,Married-spouse-absent,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
2050,22,Private,188569,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K,data,0,18-25,0-20,0
2051,53,Private,302868,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,data,1,46-55,41-60,0
2052,18,Private,283342,11th,7,Never-married,Other-service,Other-relative,Black,Male,0,0,20,United-States,<=50K,data,0,18-25,0-20,0
2053,24,Private,233777,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,0,50,Mexico,<=50K,data,0,18-25,41-60,0
2054,20,Private,170038,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
2055,30,Local-gov,261319,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
2056,37,State-gov,367237,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,8614,0,40,United-States,>50K,data,1,36-45,21-40,8614
2057,34,Private,126838,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
2058,19,Private,354104,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K,data,0,18-25,21-40,0
2059,20,Private,176321,12th,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Mexico,<=50K,data,0,18-25,21-40,0
2060,47,Private,85129,HS-grad,9,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,data,0,46-55,21-40,0
2061,20,Unknown,376474,Some-college,10,Never-married,Unknown,Own-child,White,Male,0,0,32,United-States,<=50K,data,0,18-25,21-40,0
2062,22,Private,62507,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
2063,42,Local-gov,111252,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K,data,1,36-45,21-40,-1977
2064,60,Private,156889,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,data,0,56-65,21-40,0
2065,32,Private,549430,HS-grad,9,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,40,Mexico,<=50K,data,0,26-35,21-40,0
2066,46,Private,29696,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,data,1,46-55,21-40,0
2067,66,Private,98837,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,data,0,66-100,21-40,0
2068,37,Private,86150,Bachelors,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,30,United-States,>50K,data,1,36-45,21-40,0
2069,34,Private,204991,Some-college,10,Divorced,Exec-managerial,Own-child,White,Male,0,0,44,United-States,<=50K,data,0,26-35,41-60,0
2070,45,Private,371886,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,46,United-States,<=50K,data,0,36-45,41-60,0
2071,35,Private,103605,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
2072,63,Unknown,54851,HS-grad,9,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K,data,0,56-65,21-40,0
2073,51,Local-gov,133050,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K,data,1,46-55,21-40,0
2074,36,Local-gov,126569,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,data,1,36-45,21-40,0
2075,25,Federal-gov,144259,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
2076,51,Private,161482,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,38,United-States,<=50K,data,0,46-55,21-40,0
2077,25,Self-emp-not-inc,305449,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
2078,19,Private,125010,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,45,United-States,<=50K,data,0,18-25,41-60,0
2079,47,Private,304133,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,data,0,46-55,41-60,0
2080,59,Local-gov,120617,HS-grad,9,Separated,Protective-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K,data,0,56-65,21-40,0
2081,34,Private,157747,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,data,1,26-35,21-40,0
2082,40,Private,297396,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,60,United-States,<=50K,data,0,36-45,41-60,0
2083,42,Private,121287,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K,data,0,36-45,41-60,0
2084,28,Unknown,308493,HS-grad,9,Married-civ-spouse,Unknown,Wife,White,Female,0,0,17,Honduras,<=50K,data,0,26-35,0-20,0
2085,37,Private,49115,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,data,1,36-45,41-60,0
2086,51,Self-emp-inc,208302,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States,>50K,data,1,46-55,21-40,0
2087,25,Private,304032,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,36,United-States,<=50K,data,0,18-25,21-40,0
2088,31,Federal-gov,207301,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,data,1,26-35,21-40,0
2089,37,Private,123211,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,44,United-States,>50K,data,1,36-45,41-60,0
2090,42,Private,33521,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,data,1,36-45,41-60,0
2091,29,Unknown,410351,Bachelors,13,Never-married,Unknown,Not-in-family,White,Male,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
2092,35,Private,410034,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,data,0,26-35,41-60,0
2093,51,Private,175339,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,United-States,>50K,data,1,46-55,41-60,0
2094,22,Unknown,27937,Some-college,10,Never-married,Unknown,Own-child,White,Male,0,0,36,United-States,<=50K,data,0,18-25,21-40,0
2095,49,Private,168211,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40,United-States,>50K,data,1,46-55,21-40,-1485
2096,26,Private,125680,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,16,Japan,<=50K,data,0,26-35,0-20,0
2097,56,Local-gov,160829,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States,<=50K,data,0,56-65,41-60,0
2098,52,Private,266529,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,data,1,46-55,41-60,0
2099,61,Self-emp-not-inc,115023,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,Unknown,<=50K,data,0,56-65,0-20,0
2100,47,State-gov,224149,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,data,1,46-55,21-40,0
2101,52,Private,150930,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,data,0,46-55,21-40,0
2102,30,Private,343699,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
2103,43,Self-emp-inc,172826,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,99999,0,55,United-States,>50K,data,1,36-45,41-60,99999
2104,35,Private,163392,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,Unknown,<=50K,data,0,26-35,21-40,0
2105,17,Unknown,103810,12th,8,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
2106,42,Private,213821,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,data,1,36-45,21-40,-1887
2107,26,Private,211265,Some-college,10,Married-spouse-absent,Craft-repair,Other-relative,Black,Female,0,0,35,Dominican-Republic,<=50K,data,0,26-35,21-40,0
2108,58,Local-gov,160586,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,data,0,56-65,21-40,0
2109,66,Private,146454,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5556,0,40,United-States,>50K,data,1,66-100,21-40,5556
2110,30,Private,203277,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K,data,1,26-35,41-60,0
2111,46,Private,309895,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,data,0,46-55,21-40,0
2112,45,Private,26522,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1902,35,United-States,>50K,data,1,36-45,21-40,-1902
2113,57,Private,103809,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,data,0,56-65,21-40,0
2114,25,Private,90291,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
2115,21,State-gov,181761,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,10,United-States,<=50K,data,0,18-25,0-20,0
2116,37,Private,35330,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1669,55,United-States,<=50K,data,0,36-45,41-60,-1669
2117,45,Local-gov,135776,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K,data,0,36-45,21-40,0
2118,61,Unknown,188172,Doctorate,16,Widowed,Unknown,Not-in-family,White,Female,0,0,5,United-States,<=50K,data,0,56-65,0-20,0
2119,39,Private,179579,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,data,0,36-45,21-40,0
2120,42,Private,193626,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,53,United-States,<=50K,data,0,36-45,41-60,0
2121,20,Private,108887,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
2122,23,Private,199070,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Male,0,0,16,United-States,<=50K,data,0,18-25,0-20,0
2123,25,Private,441591,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
2124,47,Private,185254,5th-6th,3,Never-married,Priv-house-serv,Own-child,White,Female,0,0,40,El-Salvador,<=50K,data,0,46-55,21-40,0
2125,24,Private,109307,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K,data,0,18-25,41-60,0
2126,20,Unknown,81853,Some-college,10,Never-married,Unknown,Own-child,Asian-Pac-Islander,Female,0,0,15,United-States,<=50K,data,0,18-25,0-20,0
2127,35,Private,23621,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,70,United-States,<=50K,data,0,26-35,61+,0
2128,44,Local-gov,145178,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,38,Jamaica,>50K,data,1,36-45,21-40,0
2129,47,State-gov,30575,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,data,0,46-55,41-60,0
2130,28,State-gov,130620,11th,7,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,India,<=50K,data,0,26-35,21-40,0
2131,41,Local-gov,22155,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,<=50K,data,0,36-45,41-60,0
2132,31,Private,106437,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
2133,27,Private,79787,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,25,United-States,<=50K,data,0,26-35,21-40,0
2134,47,Private,326857,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,<=50K,data,0,46-55,21-40,5013
2135,44,Private,81853,HS-grad,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,data,0,36-45,21-40,0
2136,61,Private,120933,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K,data,0,56-65,21-40,0
2137,42,Federal-gov,153143,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,Puerto-Rico,<=50K,data,0,36-45,21-40,0
2138,46,Private,27669,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,<=50K,data,0,46-55,21-40,0
2139,46,Private,105444,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,data,1,46-55,41-60,0
2140,54,Local-gov,169785,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,<=50K,data,0,46-55,21-40,0
2141,49,Private,122493,HS-grad,9,Widowed,Tech-support,Unmarried,White,Male,0,0,40,United-States,<=50K,data,0,46-55,21-40,0
2142,56,Local-gov,242670,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,data,0,56-65,21-40,0
2143,52,Private,54933,Masters,14,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,data,0,46-55,21-40,0
2144,34,Private,209317,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Puerto-Rico,<=50K,data,0,26-35,21-40,0
2145,25,Self-emp-not-inc,282631,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
2146,18,Private,98044,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,data,0,18-25,21-40,0
2147,58,Private,187487,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,data,0,56-65,21-40,0
2148,31,State-gov,60186,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
2149,29,Private,75648,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K,data,0,26-35,41-60,0
2150,28,Private,201175,11th,7,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
2151,30,Private,19302,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,<=50K,data,0,26-35,41-60,0
2152,21,Unknown,300812,Some-college,10,Never-married,Unknown,Own-child,White,Male,0,0,30,United-States,<=50K,data,0,18-25,21-40,0
2153,44,Private,146659,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,35,United-States,>50K,data,1,36-45,21-40,-1887
2154,75,Private,101887,10th,6,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,70,United-States,<=50K,data,0,66-100,61+,0
2155,66,Unknown,117778,11th,7,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K,data,0,66-100,21-40,0
2156,26,Private,60726,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,data,0,26-35,21-40,0
